"GEO_ID","NAME","B25077_001M","B25077_001E",
"1400000US48113016621","Census Tract 166.21, Dallas County, Texas","12564","119300",
"1400000US48113016622","Census Tract 166.22, Dallas County, Texas","13676","119000",
"1400000US48113016623","Census Tract 166.23, Dallas County, Texas","8894","119900",
"1400000US48113016624","Census Tract 166.24, Dallas County, Texas","5464","121000",
"1400000US48113016625","Census Tract 166.25, Dallas County, Texas","8529","152900",
"1400000US48113016626","Census Tract 166.26, Dallas County, Texas","4979","101900",
"1400000US48113016701","Census Tract 167.01, Dallas County, Texas","4793","73700",
"1400000US48113016703","Census Tract 167.03, Dallas County, Texas","6524","127700",
"1400000US48113016704","Census Tract 167.04, Dallas County, Texas","3646","90000",
"1400000US48113016705","Census Tract 167.05, Dallas County, Texas","8989","103500",
"1400000US48113016802","Census Tract 168.02, Dallas County, Texas","17244","148300",
"1400000US48113016803","Census Tract 168.03, Dallas County, Texas","9593","100800",
"1400000US48113016804","Census Tract 168.04, Dallas County, Texas","4082","117800",
"1400000US48113016902","Census Tract 169.02, Dallas County, Texas","18033","65100",
"1400000US48113016903","Census Tract 169.03, Dallas County, Texas","8175","64100",
"1400000US48113017001","Census Tract 170.01, Dallas County, Texas","10697","81100",
"1400000US48113017003","Census Tract 170.03, Dallas County, Texas","6093","85700",
"1400000US48113017004","Census Tract 170.04, Dallas County, Texas","14551","31100",
"1400000US48113017101","Census Tract 171.01, Dallas County, Texas","13407","81800",
"1400000US48113017102","Census Tract 171.02, Dallas County, Texas","6359","85300",
"1400000US48113017201","Census Tract 172.01, Dallas County, Texas","6949","74200",
"1400000US48113017202","Census Tract 172.02, Dallas County, Texas","8263","98700",
"1400000US48113017301","Census Tract 173.01, Dallas County, Texas","4826","87900",
"1400000US48113017303","Census Tract 173.03, Dallas County, Texas","7834","108400",
"1400000US48113017304","Census Tract 173.04, Dallas County, Texas","3848","157800",
"1400000US48113017305","Census Tract 173.05, Dallas County, Texas","4115","153400",
"1400000US48113017306","Census Tract 173.06, Dallas County, Texas","9042","137800",
"1400000US48113017400","Census Tract 174, Dallas County, Texas","4981","92800",
"1400000US48113017500","Census Tract 175, Dallas County, Texas","7630","114800",
"1400000US48113017602","Census Tract 176.02, Dallas County, Texas","5409","90600",
"1400000US48113017604","Census Tract 176.04, Dallas County, Texas","1960","76600",
"1400000US48113017605","Census Tract 176.05, Dallas County, Texas","5761","84000",
"1400000US48113017606","Census Tract 176.06, Dallas County, Texas","14650","96800",
"1400000US48113017702","Census Tract 177.02, Dallas County, Texas","6194","122300",
"1400000US48113017703","Census Tract 177.03, Dallas County, Texas","8000","74400",
"1400000US48113017704","Census Tract 177.04, Dallas County, Texas","3790","82400",
"1400000US48113017804","Census Tract 178.04, Dallas County, Texas","4517","107000",
"1400000US48113017805","Census Tract 178.05, Dallas County, Texas","4509","115600",
"1400000US48113017806","Census Tract 178.06, Dallas County, Texas","4999","89900",
"1400000US48113017807","Census Tract 178.07, Dallas County, Texas","4417","99200",
"1400000US48113017808","Census Tract 178.08, Dallas County, Texas","13877","131900",
"1400000US48113017811","Census Tract 178.11, Dallas County, Texas","4177","118500",
"1400000US48113017812","Census Tract 178.12, Dallas County, Texas","6821","120500",
"1400000US48113017813","Census Tract 178.13, Dallas County, Texas","3937","111400",
"1400000US48113017814","Census Tract 178.14, Dallas County, Texas","8676","137100",
"1400000US48113017900","Census Tract 179, Dallas County, Texas","7596","84500",
"1400000US48113018001","Census Tract 180.01, Dallas County, Texas","7977","105900",
"1400000US48113018002","Census Tract 180.02, Dallas County, Texas","3206","97000",
"1400000US48113018104","Census Tract 181.04, Dallas County, Texas","29546","259200",
"1400000US48113018105","Census Tract 181.05, Dallas County, Texas","3056","91300",
"1400000US48113018110","Census Tract 181.10, Dallas County, Texas","18143","183700",
"1400000US48113018111","Census Tract 181.11, Dallas County, Texas","4833","110400",
"1400000US48113018118","Census Tract 181.18, Dallas County, Texas","18326","152100",
"1400000US48113018120","Census Tract 181.20, Dallas County, Texas","6851","121500",
"1400000US48113018121","Census Tract 181.21, Dallas County, Texas","5965","105400",
"1400000US48113018122","Census Tract 181.22, Dallas County, Texas","5467","170700",
"1400000US48113018123","Census Tract 181.23, Dallas County, Texas","8817","128100",
"1400000US48113018124","Census Tract 181.24, Dallas County, Texas","9141","178100",
"1400000US48113018126","Census Tract 181.26, Dallas County, Texas","4535","113600",
"1400000US48113018127","Census Tract 181.27, Dallas County, Texas","6752","104700",
"1400000US48113018128","Census Tract 181.28, Dallas County, Texas","3323","97800",
"1400000US48113018129","Census Tract 181.29, Dallas County, Texas","8235","127200",
"1400000US48113018130","Census Tract 181.30, Dallas County, Texas","7458","121000",
"1400000US48113018132","Census Tract 181.32, Dallas County, Texas","2636","116100",
"1400000US48113018133","Census Tract 181.33, Dallas County, Texas","3312","116600",
"1400000US48113018134","Census Tract 181.34, Dallas County, Texas","7997","147600",
"1400000US48113018135","Census Tract 181.35, Dallas County, Texas","10458","121500",
"1400000US48113018136","Census Tract 181.36, Dallas County, Texas","9729","200400",
"1400000US48113018137","Census Tract 181.37, Dallas County, Texas","13044","150300",
"1400000US48113018138","Census Tract 181.38, Dallas County, Texas","5410","160500",
"1400000US48113018139","Census Tract 181.39, Dallas County, Texas","8314","145000",
"1400000US48113018140","Census Tract 181.40, Dallas County, Texas","9495","174000",
"1400000US48113018141","Census Tract 181.41, Dallas County, Texas","24875","98100",
"1400000US48113018142","Census Tract 181.42, Dallas County, Texas","5722","126200",
"1400000US48113018203","Census Tract 182.03, Dallas County, Texas","8334","109100",
"1400000US48113018204","Census Tract 182.04, Dallas County, Texas","4963","69500",
"1400000US48113018205","Census Tract 182.05, Dallas County, Texas","8853","100000",
"1400000US48113018206","Census Tract 182.06, Dallas County, Texas","2513","85000",
"1400000US48113018300","Census Tract 183, Dallas County, Texas","5799","91700",
"1400000US48113018401","Census Tract 184.01, Dallas County, Texas","5831","118100",
"1400000US48113018402","Census Tract 184.02, Dallas County, Texas","7657","144500",
"1400000US48113018403","Census Tract 184.03, Dallas County, Texas","**","-",
"1400000US48113018501","Census Tract 185.01, Dallas County, Texas","15241","98600",
"1400000US48113018503","Census Tract 185.03, Dallas County, Texas","13728","66000",
"1400000US48113018505","Census Tract 185.05, Dallas County, Texas","10137","57700",
"1400000US48113018506","Census Tract 185.06, Dallas County, Texas","**","-",
"1400000US48113018600","Census Tract 186, Dallas County, Texas","4517","109600",
"1400000US48113018700","Census Tract 187, Dallas County, Texas","3823","81200",
"1400000US48113018801","Census Tract 188.01, Dallas County, Texas","6751","96800",
"1400000US48113018802","Census Tract 188.02, Dallas County, Texas","34715","56600",
"1400000US48113018900","Census Tract 189, Dallas County, Texas","7203","109000",
"1400000US48113019004","Census Tract 190.04, Dallas County, Texas","4005","109700",
"1400000US48113019013","Census Tract 190.13, Dallas County, Texas","**","-",
"1400000US48113019014","Census Tract 190.14, Dallas County, Texas","3197","112900",
"1400000US48113019016","Census Tract 190.16, Dallas County, Texas","5913","128900",
"1400000US48113019018","Census Tract 190.18, Dallas County, Texas","10374","157400",
"1400000US48113019019","Census Tract 190.19, Dallas County, Texas","40486","140900",
"1400000US48113019020","Census Tract 190.20, Dallas County, Texas","5287","164800",
"1400000US48113019021","Census Tract 190.21, Dallas County, Texas","5618","119000",
"1400000US48113019023","Census Tract 190.23, Dallas County, Texas","2875","160500",
"1400000US48113019024","Census Tract 190.24, Dallas County, Texas","4107","152500",
"1400000US48113019025","Census Tract 190.25, Dallas County, Texas","2714","137500",
"1400000US48113019026","Census Tract 190.26, Dallas County, Texas","4587","137900",
"1400000US48113019027","Census Tract 190.27, Dallas County, Texas","20433","133900",
"1400000US48113019028","Census Tract 190.28, Dallas County, Texas","3007","118800",
"1400000US48113019029","Census Tract 190.29, Dallas County, Texas","3165","106800",
"1400000US48113019031","Census Tract 190.31, Dallas County, Texas","16037","174900",
"1400000US48113019032","Census Tract 190.32, Dallas County, Texas","5544","107600",
"1400000US48113019033","Census Tract 190.33, Dallas County, Texas","3084","96600",
"1400000US48113019034","Census Tract 190.34, Dallas County, Texas","54979","111500",
"1400000US48113019035","Census Tract 190.35, Dallas County, Texas","28184","215800",
"1400000US48113019036","Census Tract 190.36, Dallas County, Texas","6399","172200",
"1400000US48113019037","Census Tract 190.37, Dallas County, Texas","5120","154500",
"1400000US48113019038","Census Tract 190.38, Dallas County, Texas","**","-",
"1400000US48113019039","Census Tract 190.39, Dallas County, Texas","4550","157700",
"1400000US48113019040","Census Tract 190.40, Dallas County, Texas","56503","245900",
"1400000US48113019041","Census Tract 190.41, Dallas County, Texas","9795","188400",
"1400000US48113019042","Census Tract 190.42, Dallas County, Texas","19777","164500",
"1400000US48113019043","Census Tract 190.43, Dallas County, Texas","6084","223400",
"1400000US48113019100","Census Tract 191, Dallas County, Texas","13003","134800",
"1400000US48113019202","Census Tract 192.02, Dallas County, Texas","8637","155900",
"1400000US48113019203","Census Tract 192.03, Dallas County, Texas","11544","174400",
"1400000US48113019204","Census Tract 192.04, Dallas County, Texas","6135","134700",
"1400000US48113019205","Census Tract 192.05, Dallas County, Texas","6016","224100",
"1400000US48113019206","Census Tract 192.06, Dallas County, Texas","5826","145700",
"1400000US48113019208","Census Tract 192.08, Dallas County, Texas","4640","96500",
"1400000US48113019210","Census Tract 192.10, Dallas County, Texas","15233","232400",
"1400000US48113019211","Census Tract 192.11, Dallas County, Texas","7268","134500",
"1400000US48113019212","Census Tract 192.12, Dallas County, Texas","**","-",
"1400000US48113019213","Census Tract 192.13, Dallas County, Texas","24012","50900",
"1400000US48113019301","Census Tract 193.01, Dallas County, Texas","71842","908100",
"1400000US48113019302","Census Tract 193.02, Dallas County, Texas","60322","778900",
"1400000US48113019400","Census Tract 194, Dallas County, Texas","75845","869500",
"1400000US48113019501","Census Tract 195.01, Dallas County, Texas","***","1,000,000+",
"1400000US48113019502","Census Tract 195.02, Dallas County, Texas","77087","811600",
"1400000US48113019600","Census Tract 196, Dallas County, Texas","***","1,000,000+",
"1400000US48113019700","Census Tract 197, Dallas County, Texas","***","1,000,000+",
"1400000US48113019800","Census Tract 198, Dallas County, Texas","95144","900700",
"1400000US48113019900","Census Tract 199, Dallas County, Texas","3825","78300",
"1400000US48113020000","Census Tract 200, Dallas County, Texas","25652","334400",
"1400000US48113020100","Census Tract 201, Dallas County, Texas","11727","137700",
"1400000US48113020200","Census Tract 202, Dallas County, Texas","5338","69200",
"1400000US48113020300","Census Tract 203, Dallas County, Texas","8968","77500",
"1400000US48113020400","Census Tract 204, Dallas County, Texas","56300","168500",
"1400000US48113020500","Census Tract 205, Dallas County, Texas","14165","87300",
"1400000US48113020600","Census Tract 206, Dallas County, Texas","183539","935800",
"1400000US48113020700","Census Tract 207, Dallas County, Texas","10914","172300",
"1400000US48113980000","Census Tract 9800, Dallas County, Texas","**","-",
"1400000US48113980100","Census Tract 9801, Dallas County, Texas","**","-",
